# 简单词白名单（按词形，含变形）。tag: zk=中考 gk=高考 cet4 ielts ngsl5k=NGSL 前5000词面形
# 由 /tmp/wordlists 生成后固化进仓库，供改写校验复现用。生成时间 2026-09-19
acknowledge	ielts
acknowledge	ngsl5k
acknowledged	ngsl5k
acknowledges	ngsl5k
acknowledging	ngsl5k
acknowledgings	ngsl5k
acquaint	ielts
acquaintance	cet4
acquaintance	gk
acquire	cet4
acquire	gk
acquire	ielts
acquire	ngsl5k
acquired	ngsl5k
acquires	ngsl5k
acquiring	ngsl5k
acquirings	ngsl5k
acquisition	cet4
acquisition	gk
acquisition	ielts
acquisition	ngsl5k
acquisitions	ngsl5k
acre	cet4
acre	gk
across	gk
across	ngsl5k
across	zk
act	cet4
act	gk
act	ngsl5k
act	zk
acted	ngsl5k
acting	ngsl5k
actings	ngsl5k
action	cet4
action	gk
action	ielts
action	ngsl5k
action	zk
actioned	ngsl5k
actioning	ngsl5k
actionings	ngsl5k
actions	ielts
actions	ngsl5k
activate	ielts
active	cet4
active	gk
active	ngsl5k
active	zk
actives	ngsl5k
activities	ielts
activities	ngsl5k
activity	cet4
activity	gk
activity	ielts
activity	ngsl5k
activity	zk
actor	cet4
actor	gk
actor	ielts
actor	ngsl5k
actors	ngsl5k
actress	cet4
actress	gk
acts	ngsl5k
actual	cet4
actual	gk
actual	ngsl5k
actually	cet4
actually	ngsl5k
actuals	ngsl5k
acute	cet4
acute	gk
acute	ielts
ad	cet4
ad	ngsl5k
adapt	cet4
adapt	gk
adapt	ielts
adapt	ngsl5k
adaptation	gk
adapted	ngsl5k
adapting	ngsl5k
adaptings	ngsl5k
adapts	ngsl5k
add	cet4
add	gk
add	ngsl5k
add	zk
added	ngsl5k
addict	ielts
addicted	gk
adding	ngsl5k
addings	ngsl5k
addition	cet4
addition	gk
addition	ielts
addition	ngsl5k
additional	cet4
additional	ielts
additional	ngsl5k
additionals	ngsl5k
additions	ngsl5k
address	cet4
address	gk
address	ielts
address	ngsl5k
address	zk
addressed	ngsl5k
addresses	ngsl5k
addressing	ngsl5k
addressings	ngsl5k
adds	ngsl5k
adept	ielts
adequate	cet4
adequate	gk
adequate	ielts
adequate	ngsl5k
adhere	cet4
adhere	ielts
adjacent	ielts
adjective	cet4
adjoin	ielts
adjust	cet4
adjust	gk
adjust	ielts
adjust	ngsl5k
adjusted	ngsl5k
adjusting	ngsl5k
adjustings	ngsl5k
adjustment	gk
adjustment	ngsl5k
adjustments	ngsl5k
adjusts	ngsl5k
administer	ielts
administration	cet4
administration	gk
administration	ielts
administration	ngsl5k
administrations	ngsl5k
administrator	ielts
admirable	gk
admire	cet4
admire	gk
admire	ngsl5k
admired	ngsl5k
admires	ngsl5k
admiring	ngsl5k
admirings	ngsl5k
admission	cet4
admission	gk
admission	ielts
admit	cet4
admit	gk
admit	ngsl5k
admited	ngsl5k
admits	ngsl5k
admitted	ngsl5k
admitting	ngsl5k
adolescence	gk
adolescence	ielts
adolescent	gk
adopt	cet4
adopt	gk
adopt	ielts
adopt	ngsl5k
adopted	ngsl5k
adopting	ngsl5k
adoptings	ngsl5k
adopts	ngsl5k
adore	gk
adore	ielts
ads	ngsl5k
adult	cet4
adult	gk
adult	ielts
adult	ngsl5k
adults	ielts
adults	ngsl5k
advance	cet4
advance	gk
advance	ngsl5k
advanced	cet4
advanced	ielts
advanced	ngsl5k
advanceing	ngsl5k
advanceings	ngsl5k
advances	ngsl5k
advancing	ngsl5k
advantage	cet4
advantage	gk
advantage	ngsl5k
advantage	zk
advantaged	ngsl5k
advantages	ielts
advantages	ngsl5k
advantaging	ngsl5k
advantagings	ngsl5k
advent	ielts
adventure	cet4
adventure	gk
adventure	ngsl5k
adventured	ngsl5k
adventures	ngsl5k
adventuring	ngsl5k
adventurings	ngsl5k
adverb	cet4
adverse	ielts
advertise	cet4
advertise	gk
advertise	ielts
advertise	ngsl5k
advertised	ngsl5k
advertisement	cet4
advertisement	gk
advertisement	ielts
advertisement	ngsl5k
advertisement	zk
advertisements	ielts
advertisements	ngsl5k
advertises	ngsl5k
advertising	ielts
advertising	ngsl5k
advertisment	ngsl5k
advertisments	ngsl5k
advertize	ngsl5k
advertized	ngsl5k
advertizes	ngsl5k
advertizing	ngsl5k
advertizings	ngsl5k
advice	cet4
advice	gk
advice	ielts
advice	ngsl5k
advice	zk
advices	ngsl5k
advisable	cet4
advise	cet4
advise	gk
advise	ngsl5k
advise	zk
advised	ngsl5k
adviser	ngsl5k
advisers	ngsl5k
advises	ngsl5k
advising	ngsl5k
advisings	ngsl5k
advocate	cet4
advocate	gk
advocate	ielts
advocate	ngsl5k
advocated	ngsl5k
advocates	ngsl5k
advocating	ngsl5k
advocatings	ngsl5k
aerial	ielts
aeroplane	cet4
aeroplane	gk
aesthetic	ielts
affair	cet4
affair	gk
affair	ngsl5k
affairs	ielts
affairs	ngsl5k
affect	cet4
affect	gk
affect	ielts
affect	ngsl5k
affected	ngsl5k
affecting	ngsl5k
affectings	ngsl5k
affection	cet4
affection	gk
affection	ielts
affects	ngsl5k
affiliate	ielts
affirm	ielts
affix	ielts
afflict	ielts
affluent	cet4
afford	cet4
afford	gk
afford	ielts
afford	ngsl5k
afford	zk
afforded	ngsl5k
affording	ngsl5k
affordings	ngsl5k
affords	ngsl5k
afraid	gk
afraid	ngsl5k
afraid	zk
africa	cet4
africa	gk
africa	ielts
african	cet4
african	gk
african	ielts
after	gk
after	ngsl5k
after	zk
afternoon	gk
afternoon	ngsl5k
afternoon	zk
afternoons	ngsl5k
afterward	cet4
afterward	gk
again	gk
again	ngsl5k
again	zk
against	cet4
against	gk
against	ngsl5k
against	zk
age	gk
age	ielts
age	ngsl5k
age	zk
aged	ngsl5k
ageing	ngsl5k
ageings	ngsl5k
agencies	ielts
agencies	ngsl5k
agency	cet4
agency	gk
agency	ielts
agency	ngsl5k
agenda	gk
agenda	ielts
agenda	ngsl5k
agendas	ngsl5k
agent	cet4
agent	gk
agent	ngsl5k
agents	ngsl5k
ages	ngsl5k
aggravate	ielts
aggregate	ielts
aggression	gk
aggressive	cet4
aggressive	gk
aggressive	ielts
aggressive	ngsl5k
aging	ngsl5k
agitation	ielts
ago	gk
ago	ngsl5k
ago	zk
agony	cet4
agony	ielts
agree	gk
agree	ngsl5k
agree	zk
agreeable	ielts
agreed	ngsl5k
agreeing	ngsl5k
agreeings	ngsl5k
agreement	gk
agreement	ielts
agreement	ngsl5k
agreement	zk
agreements	ngsl5k
agrees	ngsl5k
agricultural	gk
agricultural	ngsl5k
agriculturals	ngsl5k
agriculture	cet4
agriculture	gk
agriculture	ielts
ahead	gk
ahead	ngsl5k
aid	cet4
aid	gk
aid	ngsl5k
aided	ngsl5k
aiding	ngsl5k
aidings	ngsl5k
aids	gk
aids	ielts
aids	ngsl5k
aim	cet4
aim	gk
aim	ielts
aim	ngsl5k
aimed	ngsl5k
aiming	ngsl5k
aimings	ngsl5k
aims	ngsl5k
ain	ngsl5k
air	gk
air	ielts
air	ngsl5k
air	zk
aircraft	cet4
aircraft	gk
aircraft	ngsl5k
aircrafts	ngsl5k
aired	ngsl5k
airing	ngsl5k
airings	ngsl5k
airline	cet4
airline	gk
airline	ngsl5k
airline	zk
airlines	ngsl5k
airmail	gk
airplane	cet4
airplane	gk
airplane	zk
airport	gk
airport	ielts
airport	zk
airs	ngsl5k
airspace	gk
aisle	ielts
alarm	cet4
alarm	gk
alarm	ielts
alarm	ngsl5k
alarmed	ngsl5k
alarming	ngsl5k
alarmings	ngsl5k
alarms	ngsl5k
alaska	ielts
album	gk
album	ielts
album	ngsl5k
albums	ngsl5k
alcohol	cet4
alcohol	gk
alcohol	ngsl5k
alcoholic	gk
alcohols	ngsl5k
alert	cet4
algebra	cet4
algebra	gk
alien	ielts
alienate	ielts
alike	cet4
alike	gk
alive	cet4
alive	gk
alive	ngsl5k
alive	zk
all	gk
all	ielts
all	ngsl5k
all	zk
allege	ielts
allege	ngsl5k
alleged	ngsl5k
alleges	ngsl5k
allegiance	ielts
alleging	ngsl5k
allegings	ngsl5k
allergic	gk
allergic	ielts
allergy	ielts
alleviate	ielts
alley	gk
alley	ielts
alliance	ielts
allied	ngsl5k
allies	ngsl5k
allocate	gk
allocate	ielts
allot	ielts
allow	cet4
allow	gk
allow	ngsl5k
allow	zk
allowance	gk
allowance	ielts
allowed	ngsl5k
allowing	ngsl5k
allowings	ngsl5k
allows	ngsl5k
alloy	cet4
alloy	ielts
alls	ngsl5k
ally	ielts
ally	ngsl5k
allying	ngsl5k
allyings	ngsl5k
almost	gk
almost	ngsl5k
almost	zk
almosts	ngsl5k
alone	cet4
alone	gk
alone	ielts
alone	ngsl5k
alone	zk
along	gk
along	ngsl5k
along	zk
alongside	gk
alongside	ielts
alongside	ngsl5k
aloud	cet4
aloud	gk
aloud	zk
alphabet	cet4
alphabet	gk
alphabetical	ielts
already	gk
already	ngsl5k
already	zk
alright	ngsl5k
also	gk
also	ngsl5k
also	zk
alter	cet4
alter	ielts
alter	ngsl5k
altered	ngsl5k
altering	ngsl5k
alterings	ngsl5k
alternate	ielts
alternative	cet4
alternative	gk
alternative	ielts
alternative	ngsl5k
alternatives	ngsl5k
alters	ngsl5k
altho	ngsl5k
although	cet4
although	gk
although	ngsl5k
although	zk
altitude	cet4
altitude	gk
altitude	ielts
altogether	cet4
altogether	gk
altogether	ngsl5k
aluminium	cet4
aluminium	gk
aluminum	cet4
always	gk
always	ngsl5k
always	zk
am	gk
am	ngsl5k
amateur	gk
amateur	ielts
amaze	cet4
amaze	gk
amaze	ielts
amaze	ngsl5k
amazed	ngsl5k
amazes	ngsl5k
amazing	gk
amazing	ielts
amazing	ngsl5k
amazings	ngsl5k
ambassador	gk
ambassador	ielts
ambiguity	ielts
ambiguous	gk
ambiguous	ielts
ambition	cet4
ambition	gk
ambition	ielts
ambitious	ielts
ambulance	cet4
ambulance	gk
ambulance	ielts
amend	ielts
amendment	ngsl5k
amendments	ngsl5k
amends	ielts
america	gk
america	ielts
america	zk
american	gk
american	ielts
american	zk
amid	ielts
amidst	ielts
ammunition	ielts
among	gk
among	ngsl5k
among	zk
amongst	cet4
amount	cet4
amount	gk
amount	ielts
amount	ngsl5k
amounted	ngsl5k
amounting	ngsl5k
amountings	ngsl5k
amounts	ngsl5k
ampere	cet4
amphibian	ielts
ample	gk
ample	ielts
amplify	cet4
amplify	ielts
amuse	cet4
amuse	gk
amuse	ielts
amusement	gk
an	ngsl5k
analogy	ielts
analyse	cet4
analyse	ngsl5k
analysed	ngsl5k
analyses	ngsl5k
analysing	ngsl5k
analysings	ngsl5k
analysis	cet4
analysis	gk
analysis	ielts
analysis	ngsl5k
analyst	ngsl5k
analysts	ngsl5k
analytical	ielts
analyze	cet4
analyze	gk
analyze	ngsl5k
analyzed	ngsl5k
analyzes	ngsl5k
analyzing	ngsl5k
ancestor	cet4
ancestor	gk
ancestor	ielts
anchor	cet4
anchor	ielts
ancient	cet4
ancient	gk
ancient	ielts
ancient	ngsl5k
ancient	zk
ancientest	ngsl5k
ancients	ngsl5k
and	gk
and	ngsl5k
and	zk
anded	ngsl5k
anding	ngsl5k
ands	ngsl5k
anecdote	gk
anecdote	ielts
angel	cet4
anger	cet4
anger	gk
anger	ielts
anger	ngsl5k
angered	ngsl5k
angering	ngsl5k
angerings	ngsl5k
angers	ngsl5k
angle	cet4
angle	gk
angle	ngsl5k
angled	ngsl5k
angles	ngsl5k
angling	ngsl5k
anglings	ngsl5k
angrier	ngsl5k
angriest	ngsl5k
angry	gk
angry	ielts
angry	ngsl5k
angry	zk
animal	gk
animal	ielts
animal	ngsl5k
animal	zk
animals	ielts
animals	ngsl5k
ankle	cet4
ankle	gk
ankle	ielts
annihilate	ielts
anniversary	gk
anniversary	ielts
announce	cet4
announce	gk
announce	ngsl5k
announced	ngsl5k
announcement	gk
announcement	ielts
announcement	ngsl5k
announcements	ngsl5k
announcer	cet4
announces	ngsl5k
announcing	ngsl5k
announcings	ngsl5k
annoy	gk
annoy	ielts
annual	cet4
annual	gk
annual	ielts
annual	ngsl5k
annuals	ngsl5k
annuity	ielts
anonymous	ielts
another	gk
another	ngsl5k
another	zk
answer	gk
answer	ngsl5k
answer	zk
answered	ngsl5k
answering	ngsl5k
answerings	ngsl5k
answers	ngsl5k
ant	cet4
ant	gk
ant	zk
antagonism	ielts
antarctic	gk
antarctic	ielts
antarctica	gk
antecedent	ielts
anthem	ielts
anthology	ielts
anthropology	ielts
antibiotic	ielts
antibiotics	ielts
anticipate	cet4
anticipate	ielts
anticipate	ngsl5k
anticipated	ngsl5k
anticipates	ngsl5k
anticipating	ngsl5k
anticipatings	ngsl5k
anticipation	ielts
antique	gk
antique	ielts
antonym	ielts
anxieties	ngsl5k
anxiety	cet4
anxiety	gk
anxiety	ielts
anxiety	ngsl5k
anxious	cet4
anxious	gk
anxious	ngsl5k
any	gk
any	ngsl5k
any	zk
anybody	gk
anybody	ngsl5k
anybody	zk
anyhow	cet4
anyhow	gk
anyhow	ielts
anymore	ngsl5k
anyone	cet4
anyone	gk
anyone	ngsl5k
anyone	zk
anything	gk
anything	ngsl5k
anything	zk
anythings	ngsl5k
anyway	cet4
anyway	ngsl5k
anyway	zk
anyways	ngsl5k
anywhere	cet4
anywhere	gk
anywhere	ngsl5k
anywhere	zk
apart	cet4
apart	gk
apart	ngsl5k
apartment	cet4
apartment	gk
apartment	ielts
apartment	ngsl5k
apartments	ngsl5k
ape	ielts
apes	ielts
apologetic	ielts
apologise	ngsl5k
apologised	ngsl5k
apologises	ngsl5k
apologising	ngsl5k
apologisings	ngsl5k
apologize	cet4
apologize	gk
apologize	ngsl5k
apologized	ngsl5k
apologizes	ngsl5k
apologizing	ngsl5k
apology	cet4
apology	gk
apostrophe	ielts
apparatus	cet4
apparatus	ielts
apparent	cet4
apparent	gk
apparent	ielts
apparent	ngsl5k
apparently	ngsl5k
appeal	cet4
appeal	gk
appeal	ielts
appeal	ngsl5k
appealed	ngsl5k
appealing	ngsl5k
appealings	ngsl5k
appeals	ngsl5k
appear	cet4
appear	gk
appear	ngsl5k
appear	zk
appearance	cet4
appearance	gk
appearance	ielts
appearance	ngsl5k
appearances	ngsl5k
appeared	ngsl5k
appearing	ngsl5k
appearings	ngsl5k
appears	ngsl5k
appendix	gk
appendix	ielts
appetite	cet4
appetite	gk
appetite	ielts
applaud	gk
applaud	ielts
applause	cet4
apple	gk
apple	zk
appliance	cet4
appliance	ielts
applicable	cet4
applicant	cet4
applicant	gk
applicant	ielts
application	cet4
application	gk
application	ielts
application	ngsl5k
applications	ngsl5k
applied	ielts
applied	ngsl5k
applies	ngsl5k
apply	cet4
apply	gk
apply	ielts
apply	ngsl5k
applying	ngsl5k
applyings	ngsl5k
appoint	cet4
appoint	gk
appoint	ngsl5k
appointed	ngsl5k
appointing	ngsl5k
appointings	ngsl5k
appointment	cet4
appointment	gk
appointment	ielts
appointment	ngsl5k
appointments	ngsl5k
appoints	ngsl5k
appraisal	ielts
appreciable	ielts
appreciate	cet4
appreciate	gk
appreciate	ielts
appreciate	ngsl5k
appreciated	ngsl5k
appreciates	ngsl5k
appreciating	ngsl5k
appreciatings	ngsl5k
appreciation	gk
apprehension	ielts
apprentice	ielts
approach	cet4
approach	gk
approach	ielts
approach	ngsl5k
approached	ngsl5k
approaches	ielts
approaches	ngsl5k
approaching	ngsl5k
approachings	ngsl5k
appropriate	cet4
appropriate	gk
appropriate	ielts
appropriate	ngsl5k
appropriated	ngsl5k
appropriates	ngsl5k
appropriating	ngsl5k
appropriatings	ngsl5k
approval	cet4
approval	ielts
approval	ngsl5k
approvals	ngsl5k
approve	cet4
approve	gk
approve	ngsl5k
approved	ngsl5k
approves	ngsl5k
approving	ngsl5k
approvings	ngsl5k
approximate	cet4
approximate	ielts
approximately	cet4
approximately	gk
approximately	ngsl5k
april	gk
april	ielts
april	zk
apron	gk
apt	ielts
aptitude	ielts
aquarium	ielts
aquatic	ielts
arab	gk
arabian	cet4
arabic	gk
arbitrary	cet4
arbitrary	gk
arbitrary	ielts
arc	ielts
arch	gk
arch	ielts
archaeological	ielts
archaic	ielts
architect	cet4
architect	gk
architect	ielts
architecture	cet4
architecture	gk
architecture	ielts
architecture	ngsl5k
architectures	ngsl5k
archives	ielts
arctic	gk
arctic	ielts
ardent	ielts
arduous	ielts
are	gk
are	ngsl5k
area	cet4
area	gk
area	ielts
area	ngsl5k
area	zk
areas	ielts
areas	ngsl5k
aren	ngsl5k
arena	ielts
argue	cet4
argue	gk
argue	ielts
argue	ngsl5k
argued	ngsl5k
argueing	ngsl5k
argueings	ngsl5k
arguement	ngsl5k
arguements	ngsl5k
argues	ngsl5k
arguing	ngsl5k
argument	cet4
argument	gk
argument	ielts
argument	ngsl5k
arguments	ngsl5k
arise	cet4
arise	gk
arise	ielts
arise	ngsl5k
arised	ngsl5k
arisen	ngsl5k
arises	ngsl5k
arising	ngsl5k
arithmetic	cet4
arithmetic	gk
arm	gk
arm	ngsl5k
arm	zk
armchair	gk
armed	ngsl5k
armies	ngsl5k
arming	ngsl5k
armings	ngsl5k
armour	ielts
arms	ngsl5k
army	cet4
army	gk
army	ielts
army	ngsl5k
army	zk
arose	ngsl5k
around	gk
around	ngsl5k
around	zk
arouse	cet4
arouse	ielts
arrange	cet4
arrange	gk
arrange	ngsl5k
arranged	ngsl5k
arrangement	cet4
arrangement	gk
arrangement	ngsl5k
arrangements	ngsl5k
arranges	ngsl5k
arranging	ngsl5k
arrangings	ngsl5k
array	ielts
arrest	cet4
arrest	gk
arrest	ngsl5k
arrested	ngsl5k
arresting	ngsl5k
arrestings	ngsl5k
arrests	ngsl5k
arrival	cet4
arrival	gk
arrival	ielts
arrival	ngsl5k
arrivals	ngsl5k
arrive	gk
arrive	ngsl5k
arrive	zk
arrived	ngsl5k
arrives	ngsl5k
arriving	ngsl5k
arrivings	ngsl5k
arrogant	ielts
arrow	cet4
arrow	gk
art	cet4
art	gk
art	ielts
art	ngsl5k
art	zk
artery	ielts
article	cet4
article	gk
article	ielts
article	ngsl5k
article	zk
articled	ngsl5k
articles	ielts
articles	ngsl5k
articling	ngsl5k
articlings	ngsl5k
articulate	ielts
artificial	cet4
artificial	gk
artificial	ielts
artillery	ielts
artist	cet4
artist	gk
artist	ngsl5k
artistic	cet4
artistic	ielts
artists	ngsl5k
arts	ngsl5k
as	gk
as	ielts
as	ngsl5k
as	zk
ascend	ielts
ascent	ielts
ascertain	ielts
ascribe	cet4
ascribe	ielts
ash	cet4
ash	gk
ashamed	cet4
ashamed	gk
ashamed	ielts
ashamed	ngsl5k
asia	gk
asia	ielts
asia	zk
asian	gk
asian	zk
aside	cet4
aside	gk
aside	ngsl5k
asides	ngsl5k
ask	gk
ask	ngsl5k
ask	zk
asked	ngsl5k
asking	ngsl5k
askings	ngsl5k
asks	ngsl5k
asleep	cet4
asleep	gk
asleep	zk
aspect	cet4
aspect	gk
aspiration	ielts
aspire	ielts
aspirin	ielts
assassination	ielts
assault	ielts
assemble	cet4
assemble	ielts
assembly	cet4
assert	ielts
assess	cet4
assess	gk
assess	ielts
assess	ngsl5k
assessed	ngsl5k
assesses	ngsl5k
assessing	ngsl5k
assessings	ngsl5k
assessment	gk
assessment	ielts
assessment	ngsl5k
assessments	ngsl5k
asset	ielts
asset	ngsl5k
assets	ngsl5k
assign	cet4
assign	ielts
assign	ngsl5k
assigned	ngsl5k
assigning	ngsl5k
assignings	ngsl5k
assignment	cet4
assignment	ielts
assignments	ielts
assigns	ngsl5k
assimilate	ielts
assist	cet4
assist	gk
assist	ngsl5k
assistance	gk
assistance	ielts
assistance	ngsl5k
assistances	ngsl5k
assistant	cet4
assistant	gk
assistant	ielts
assistant	ngsl5k
assistants	ngsl5k
assisted	ngsl5k
assisting	ngsl5k
assistings	ngsl5k
assists	ngsl5k
associate	cet4
associate	gk
associate	ielts
associate	ngsl5k
associated	ngsl5k
associates	ngsl5k
associating	ngsl5k
associatings	ngsl5k
association	cet4
association	gk
association	ielts
association	ngsl5k
associations	ngsl5k
assorted	ielts
assume	cet4
assume	gk
assume	ielts
assume	ngsl5k
assumed	ngsl5k
assumes	ngsl5k
assuming	ngsl5k
assumings	ngsl5k
assumption	cet4
assumption	gk
assumption	ielts
assumption	ngsl5k
assumptions	ngsl5k
assurance	ielts
assure	cet4
assure	ielts
assure	ngsl5k
assured	ngsl5k
assures	ngsl5k
assuring	ngsl5k
assurings	ngsl5k
astonish	cet4
astonish	gk
astound	ielts
astronaut	cet4
astronaut	gk
astronomer	gk
astronomy	gk
astronomy	ielts
asylum	ielts
at	gk
at	ngsl5k
at	zk
ate	ngsl5k
athens	ielts
athlete	cet4
athlete	gk
athlete	ielts
athlete	ngsl5k
athletes	ngsl5k
athletic	gk
athletics	gk
atlantic	cet4
atlantic	gk
atlantic	zk
atlas	ielts
atmosphere	cet4
atmosphere	gk
atmosphere	ngsl5k
atmospheres	ngsl5k
atmospheric	cet4
atmospheric	ielts
atom	cet4
atom	gk
atomic	cet4
attach	cet4
attach	gk
attach	ielts
attach	ngsl5k
attached	ngsl5k
attaches	ngsl5k
attaching	ngsl5k
attachings	ngsl5k
attachment	ngsl5k
attachments	ngsl5k
attack	cet4
attack	gk
attack	ielts
attack	ngsl5k
attacked	ngsl5k
attacking	ngsl5k
attackings	ngsl5k
attacks	ielts
attacks	ngsl5k
attain	cet4
attain	gk
attain	ielts
attempt	cet4
attempt	gk
attempt	ielts
attempt	ngsl5k
attempted	ngsl5k
attempting	ngsl5k
attemptings	ngsl5k
attempts	ielts
attempts	ngsl5k
attend	cet4
attend	gk
attend	ielts
attend	ngsl5k
attendance	ielts
attendance	ngsl5k
attendances	ngsl5k
attendant	ielts
attended	ngsl5k
attending	ngsl5k
attendings	ngsl5k
attends	ngsl5k
attention	cet4
attention	gk
attention	ielts
attention	ngsl5k
attention	zk
attentions	ngsl5k
attentive	cet4
attentive	ielts
attentively	gk
attitude	cet4
attitude	gk
attitude	ngsl5k
attitudes	ngsl5k
attorney	ielts
attract	cet4
attract	gk
attract	ngsl5k
attracted	ngsl5k
attracting	ngsl5k
attractings	ngsl5k
attraction	cet4
attraction	gk
attraction	ngsl5k
attractions	ngsl5k
attractive	cet4
attractive	gk
attractive	ielts
attractive	ngsl5k
attractives	ngsl5k
attracts	ngsl5k
attribute	cet4
attribute	ielts
attribute	ngsl5k
attributed	ngsl5k
attributes	ngsl5k
attributing	ngsl5k
attributings	ngsl5k
auction	ielts
audible	ielts
audience	cet4
audience	gk
audience	ielts
audience	ngsl5k
audiences	ngsl5k
audio	cet4
audio	ielts
audit	ielts
audition	ielts
auditorium	ielts
augment	ielts
august	gk
august	ielts
august	zk
aunt	gk
aunt	ngsl5k
aunt	zk
aunts	ngsl5k
aural	cet4
australia	gk
australia	ielts
australia	zk
australian	gk
australian	ielts
australian	zk
authentic	gk
authentic	ielts
author	cet4
author	gk
author	ielts
author	ngsl5k
authored	ngsl5k
authoring	ngsl5k
authorings	ngsl5k
authoritative	ielts
authority	cet4
authority	gk
authority	ielts
authorize	ielts
authors	ngsl5k
auto	cet4
autobiography	cet4
automatic	cet4
automatic	gk
automatic	ielts
automatically	cet4
automatically	ngsl5k
automation	cet4
automation	ielts
automobile	cet4
automobile	ielts
autonomous	gk
autonomy	ielts
autumn	gk
autumn	ngsl5k
autumn	zk
autumns	ngsl5k
auxiliary	cet4
auxiliary	ielts
avail	ielts
available	cet4
available	gk
available	ielts
available	ngsl5k
available	zk
availables	ngsl5k
avalanche	ielts
avenue	cet4
avenue	gk
avenue	ielts
average	cet4
